event_time,transaction_id,customer_id,merchant_id,device_id,amount,currency,mcc,country,channel,is_international,is_card_present,merchant_risk_score,customer_risk_score,velocity_1h,velocity_24h,label
2026-01-29T03:58:20.700447+00:00,tx_00000016,841,140,235,26.21183978729476,EUR,5732,DE,pos,0,0,0.3514269936883166,0.2236929752346279,1,3,0
2026-01-17T14:41:27.700447+00:00,tx_00000017,702,91,264,9.923537596012192,AED,4111,RU,ecomm,0,1,0.3446340439887693,0.3203470713800088,1,3,0
2026-02-07T23:04:04.700447+00:00,tx_00000018,814,275,219,8.788848462329096,USD,6011,GB,ecomm,0,0,0.7346506389968386,0.613909599194685,0,1,0
2026-01-27T06:43:37.700447+00:00,tx_00000019,403,160,262,43.42946107362946,USD,4111,US,pos,0,1,0.4550198124334707,0.3912504937533838,3,7,0
2026-01-28T18:42:09.700447+00:00,tx_00000020,203,227,73,21.330891795202582,EUR,4900,TR,atm,0,1,0.5262520999008247,0.1136829028658868,2,4,0
2026-01-24T21:25:25.700447+00:00,tx_00000021,235,363,155,16.86796032382544,USD,5812,TR,pos,0,1,0.2217354148062518,0.3104878991265178,2,3,0
2026-01-19T05:53:05.700447+00:00,tx_00000022,613,40,278,2.908214161535731,AED,5812,KZ,pos,0,0,0.208554197048382,0.5655535606566262,0,3,0
2026-02-10T13:43:11.700447+00:00,tx_00000023,532,255,24,28.779098394663407,GBP,6011,AE,ecomm,1,1,0.2429688962761388,0.3632006233426773,2,4,0
2026-02-06T05:10:39.700447+00:00,tx_00000024,78,11,170,10.766086785173655,RUB,4111,KG,pos,0,0,0.2867631119021386,0.9067389907709108,1,4,0
2026-02-02T02:01:55.700447+00:00,tx_00000025,205,22,198,21.12740197718652,USD,4829,FR,pos,0,1,0.192379357450412,0.0,2,5,1
2026-01-25T20:11:15.700447+00:00,tx_00000026,968,47,55,3.12719193900643,KGS,5999,RU,pos,0,1,0.304078395065815,0.2301136780496646,1,2,0
2026-02-07T10:50:15.700447+00:00,tx_00000027,727,81,332,21.1047115222276,AED,4900,KZ,pos,0,0,0.5401448064186604,0.0551304452679237,1,1,0
2026-01-30T03:09:29.700447+00:00,tx_00000028,755,175,105,19.566129893762152,GBP,6536,DE,ecomm,0,1,0.3598076396280091,0.4300311453768626,0,1,0
2026-01-27T01:42:26.700447+00:00,tx_00000029,197,468,318,13.375358448264835,AED,4111,US,ecomm,0,1,0.0572672788709739,0.0684676606245427,1,1,0
2026-01-27T06:46:48.700447+00:00,tx_00000030,65,454,104,7.408102685775895,CNY,6536,US,pos,0,0,0.5655747035420813,0.1588202214143327,3,4,0
2026-01-20T14:03:39.700447+00:00,tx_00000031,292,52,238,46.96674518462787,AED,4829,DE,ecomm,0,1,0.1117530096784578,0.1904564503166206,0,1,0
2026-01-16T12:47:13.700447+00:00,tx_00000032,857,496,24,8.399021114832053,KZT,4900,AE,pos,0,1,0.5314401718030681,0.3321678083922793,1,3,0
2026-01-30T09:45:00.700447+00:00,tx_00000033,507,318,32,37.30692175800821,KZT,6011,TR,pos,0,1,0.3359156006617067,0.2660560910736203,1,2,0
2026-02-09T09:43:47.700447+00:00,tx_00000034,785,277,63,42.20092385587342,RUB,6011,TR,ecomm,0,0,0.7450538416343058,0.4754140640789444,4,7,0
2026-01-15T16:23:51.700447+00:00,tx_00000035,487,397,309,7.775688111218105,CNY,4829,FR,pos,1,1,0.6028486146760021,0.1075787270036615,1,2,0
2026-02-08T12:25:08.700447+00:00,tx_00000036,491,243,149,32.24132387196408,USD,4111,DE,pos,0,1,0.4486956505250304,0.3720387447657345,1,4,1
2026-02-07T14:20:36.700447+00:00,tx_00000037,601,133,221,11.170362419943942,CNY,5411,RU,pos,0,0,0.3440557654033433,0.2614154977014417,0,2,0
2026-01-22T01:42:58.700447+00:00,tx_00000038,959,265,260,29.214727713160663,EUR,4900,US,ecomm,0,1,0.5724074321604349,0.0,1,5,0
2026-02-01T17:14:51.700447+00:00,tx_00000039,438,363,152,7.082973081230048,CNY,6011,KG,ecomm,0,1,0.3713319551081271,0.4997009742568079,0,2,1
2026-01-18T17:24:50.700447+00:00,tx_00000040,596,342,74,14.826447503237771,GBP,6536,CN,ecomm,1,1,0.4352168048691641,0.1674032203350763,1,2,0
2026-02-05T12:16:20.700447+00:00,tx_00000041,920,85,248,17.62559460005912,AED,4829,AE,ecomm,0,0,0.378887456378536,0.3266637161724028,1,2,0
2026-02-03T18:49:32.700447+00:00,tx_00000042,373,470,195,16.015279821436607,AED,5812,FR,pos,0,1,0.2481341397209238,0.134455168325725,0,3,0
2026-01-24T09:42:28.700447+00:00,tx_00000043,840,143,3,23.17522900480316,GBP,6536,AE,ecomm,1,1,0.4023575149528987,0.8066722686636107,0,1,0
2026-01-15T19:21:05.700447+00:00,tx_00000044,536,410,125,7.941410159092619,RUB,6536,DE,ecomm,0,1,0.2312019098195461,0.5912482647875509,2,4,0
2026-02-11T21:21:06.700447+00:00,tx_00000045,880,156,119,10.00291974722278,KZT,4900,DE,inapp,1,1,0.4635381244015943,0.2125188444172695,0,5,0
2026-01-27T03:20:38.700447+00:00,tx_00000046,468,32,42,31.2636872341076,KGS,5999,FR,ecomm,0,1,0.3498069105999611,0.3491981112389401,2,2,0
2026-02-09T13:29:46.700447+00:00,tx_00000047,630,499,59,11.346281376063486,KGS,5732,US,ecomm,0,1,0.2684893245742665,0.3518379053006335,2,4,0
2026-02-03T02:33:03.700447+00:00,tx_00000048,324,295,208,10.51133732766902,GBP,4829,DE,pos,0,1,0.2477765697205975,0.0468581172402288,0,1,0
2026-02-06T02:53:07.700447+00:00,tx_00000049,636,108,265,7.708785164588274,USD,4829,AE,pos,0,1,0.607323585910718,0.4145421067035144,0,2,0
2026-02-05T13:34:36.700447+00:00,tx_00000050,327,1,308,10.869522878167748,RUB,4111,RU,ecomm,0,1,0.1859218661543372,0.307359126189706,1,5,0
2026-01-19T14:35:20.700447+00:00,tx_00000051,610,65,203,6.525055957833106,CNY,4900,FR,inapp,0,1,0.3975665106668839,0.4939303987970729,1,3,0
2026-01-24T16:27:41.700447+00:00,tx_00000052,789,85,103,31.701693988634,CNY,6011,FR,pos,0,1,0.1733121897123539,0.2719223885406572,0,4,0
2026-01-27T18:29:17.700447+00:00,tx_00000053,435,463,240,10.977446153771966,RUB,5999,FR,ecomm,0,0,0.4164234394658189,0.0931564168703003,1,7,1
2026-01-28T16:51:32.700447+00:00,tx_00000054,430,89,236,6.200910081477648,KZT,5732,GB,ecomm,0,1,0.2998743632242837,0.1623853288904461,0,0,0
2026-01-15T01:59:16.700447+00:00,tx_00000055,323,81,167,13.696610876938545,RUB,4111,GB,atm,0,1,0.3629593062075459,0.081012474647537,0,4,0
2026-01-30T03:58:45.700447+00:00,tx_00000056,731,419,25,4.679374701484102,RUB,5999,CN,ecomm,0,1,0.2869391989621883,0.3264385539034807,0,1,0
2026-01-18T09:32:15.700447+00:00,tx_00000057,593,440,41,7.612596856161394,EUR,5732,KG,pos,0,1,0.0373390041378696,0.4295754971510325,1,2,0
2026-02-05T01:40:47.700447+00:00,tx_00000058,517,105,177,55.647756957837466,KGS,6011,KG,ecomm,0,0,0.4026882395608308,0.0440464456262059,1,3,0
2026-02-03T06:14:39.700447+00:00,tx_00000059,26,326,50,6.176062690845884,USD,4814,DE,ecomm,1,0,0.3912365526403426,0.3690686573269848,0,2,0
2026-02-10T10:40:09.700447+00:00,tx_00000060,111,268,81,14.453156122910269,AED,6011,AE,pos,0,1,0.1892992244454343,0.4303892122889525,0,3,0
2026-02-05T02:40:40.700447+00:00,tx_00000061,8,289,132,119.79175321715532,USD,4829,GB,inapp,0,1,0.3591674208511617,0.3810882829223512,1,4,1
2026-01-24T18:25:54.700447+00:00,tx_00000062,851,156,271,20.58018039702065,CNY,4829,CN,ecomm,0,1,0.3928121579090539,0.0554419441324056,0,0,1
2026-02-11T19:03:22.700447+00:00,tx_00000063,852,376,186,10.384220795544332,CNY,4111,KZ,ecomm,0,1,0.4080268606523661,0.6056446441236685,0,5,0
2026-01-26T02:15:41.700447+00:00,tx_00000064,68,441,261,2.7486198921793736,KGS,4900,FR,pos,0,1,0.3596438922242211,0.3629650298089387,0,0,0
2026-01-23T13:02:36.700447+00:00,tx_00000065,47,363,40,19.110325130990777,AED,5812,RU,pos,0,1,0.2435499480280216,0.0118124150240594,0,2,0
2026-02-09T22:26:05.700447+00:00,tx_00000066,782,452,247,8.240556080903502,RUB,6536,TR,ecomm,0,1,0.4689595136298102,0.1966053335866773,1,2,0
2026-01-24T21:10:48.700447+00:00,tx_00000067,525,56,4,27.167485481542933,CNY,5999,DE,ecomm,0,1,0.3999649839904232,0.1911410700573833,1,7,0
2026-01-16T01:24:58.700447+00:00,tx_00000068,309,329,148,8.94749885788916,KGS,4829,KG,atm,0,1,0.0584580560463146,0.2569361896927864,0,1,0
2026-01-27T20:31:45.700447+00:00,tx_00000069,615,500,141,21.103671433507085,RUB,4829,RU,ecomm,1,1,0.2822258336072628,0.5635193510809315,1,2,0
2026-02-06T15:20:19.700447+00:00,tx_00000070,237,268,215,60.44528702108747,USD,5812,KG,ecomm,0,1,0.4478592305347502,0.3442865987429878,2,5,0
2026-01-19T10:52:06.700447+00:00,tx_00000071,199,471,135,30.088393516387296,EUR,5411,TR,ecomm,0,1,0.6059831755188674,0.2738759398262081,0,1,1
2026-01-27T15:45:58.700447+00:00,tx_00000072,368,175,64,5.020351278745564,GBP,4900,FR,ecomm,0,1,0.3811516437165529,0.5833483100849626,0,2,0
2026-01-17T15:59:33.700447+00:00,tx_00000073,896,449,268,17.815518372402806,GBP,4829,TR,pos,0,1,0.157506661869384,0.3878918142025083,1,4,0
2026-02-03T08:42:48.700447+00:00,tx_00000074,768,470,38,39.13949827677611,AED,4900,AE,ecomm,0,1,0.0981810744498123,0.680291980686748,0,3,0
2026-01-28T00:57:24.700447+00:00,tx_00000075,191,312,18,4.188504751908755,CNY,5411,FR,pos,0,0,0.3620379227022018,0.3197331883142695,1,1,0
2026-01-23T16:11:25.700447+00:00,tx_00000076,562,353,266,75.07616865792234,USD,5732,CN,ecomm,1,1,0.3245602035906036,0.590621157029746,2,5,1
2026-01-20T13:49:26.700447+00:00,tx_00000077,885,262,145,18.66832512965204,GBP,6011,GB,ecomm,0,1,0.4044481451180014,0.0,0,2,0
2026-01-30T16:53:20.700447+00:00,tx_00000078,952,159,228,27.627338126626608,CNY,6536,GB,pos,0,1,0.1830054081854368,0.4346557268401714,3,4,0
2026-02-02T20:42:54.700447+00:00,tx_00000079,763,269,216,12.067960760045771,KZT,4829,FR,pos,0,1,0.3841349879429276,0.2684610959724127,1,5,0
2026-02-10T23:28:10.700447+00:00,tx_00000080,129,482,159,17.144685946259546,GBP,4900,US,ecomm,0,0,0.3364033127733209,0.350638496358911,0,2,0
2026-01-26T21:11:54.700447+00:00,tx_00000081,241,8,315,7.352177262431125,KGS,4111,AE,ecomm,0,1,0.2089657234782283,0.3779900748180321,0,3,0
2026-01-18T14:08:40.700447+00:00,tx_00000082,219,103,178,66.17931994414097,KZT,6011,FR,pos,0,1,0.588165806740816,0.419394107316186,0,2,0
2026-02-07T17:58:38.700447+00:00,tx_00000083,151,250,50,82.57839946381326,KZT,4829,GB,pos,0,1,0.4790696475916892,0.5958212807174303,0,0,0
2026-02-01T15:52:46.700447+00:00,tx_00000084,176,170,166,113.52223299452696,CNY,5812,KG,pos,0,1,0.3303328715079016,0.4026954756411288,0,3,1
2026-02-03T18:38:24.700447+00:00,tx_00000085,317,312,321,3.356296239081344,RUB,5812,CN,pos,0,1,0.1477322920409491,0.3023314355063231,0,3,0
2026-01-16T16:27:08.700447+00:00,tx_00000086,556,181,17,22.12234000350784,CNY,5411,CN,ecomm,0,0,0.4232950283688164,0.3920300030735414,0,2,0
2026-01-23T03:21:11.700447+00:00,tx_00000087,398,330,128,24.26186906090167,USD,4814,GB,inapp,0,1,0.2474650286690641,0.1407017524060446,1,1,0
2026-02-05T19:17:48.700447+00:00,tx_00000088,421,54,264,8.714598807080002,KGS,5411,RU,ecomm,1,0,0.4495998879600164,0.6468671049764092,3,6,0
2026-02-07T17:40:34.700447+00:00,tx_00000089,246,167,36,23.00090518240773,KGS,4814,FR,ecomm,0,1,0.4110898647638913,0.1838163021173346,0,2,0
2026-01-26T19:48:18.700447+00:00,tx_00000090,152,347,151,4.5134115609214565,AED,5812,AE,pos,0,1,0.1957586266261802,0.4452734301973716,2,3,0
2026-02-06T21:52:46.700447+00:00,tx_00000091,999,236,227,61.83280124133391,RUB,4829,KG,ecomm,0,1,0.345381609160253,0.5276044287111236,1,3,0
2026-02-08T00:28:02.700447+00:00,tx_00000092,599,357,58,4.137719395533047,KGS,4111,RU,ecomm,0,0,0.4963092543559955,0.4088029931139981,2,6,0
2026-01-25T09:26:00.700447+00:00,tx_00000093,230,319,105,20.60200114492689,GBP,5411,AE,ecomm,0,1,0.1137563475075795,0.1900896542643764,0,4,0
2026-02-09T17:04:20.700447+00:00,tx_00000094,810,165,90,33.457362195681206,RUB,5732,AE,pos,0,1,0.4007771908671643,0.1747276251900462,0,0,0
2026-01-22T10:02:43.700447+00:00,tx_00000095,831,215,248,9.58740440023271,AED,6011,GB,pos,0,1,0.6005251395671756,0.5089026956853073,0,1,0
2026-01-20T22:55:50.700447+00:00,tx_00000096,967,483,263,56.56236865705944,KGS,5999,RU,pos,0,1,0.1866611170337843,0.3738723844998436,0,2,0
2026-02-03T05:50:45.700447+00:00,tx_00000097,160,482,228,3.181976002601206,RUB,5732,GB,ecomm,0,1,0.0887975505176832,0.2219569304933381,1,2,0
2026-02-01T20:55:03.700447+00:00,tx_00000098,640,18,5,15.997441536625148,GBP,6536,CN,ecomm,0,1,0.7550203953908876,0.1565699331523345,2,5,0
2026-01-17T23:04:15.700447+00:00,tx_00000099,981,353,285,3.603940554018473,EUR,6536,KG,pos,0,0,0.0013334070563896,0.1841930505945909,0,2,0
2026-02-07T18:01:10.700447+00:00,tx_00000100,807,246,134,8.19924252402632,USD,4111,GB,pos,0,1,0.3382887475311777,0.3353727069619118,2,2,0
2026-01-19T18:22:59.700447+00:00,tx_00000101,226,1,170,10.54404743033783,USD,4829,DE,pos,0,1,0.528518932998269,0.7357448054282292,1,3,0
2026-02-06T21:58:35.700447+00:00,tx_00000102,894,318,48,9.98053263270324,CNY,5999,AE,ecomm,1,1,0.5518082507160729,0.0820600403824124,1,3,0
2026-01-13T23:45:00.700447+00:00,tx_00000103,422,12,183,51.614667846485325,USD,4829,KG,ecomm,0,1,0.3949200340645943,0.0,1,4,0
2026-02-06T16:10:32.700447+00:00,tx_00000104,489,160,93,5.725016344308952,CNY,6536,DE,ecomm,1,1,0.5750714410725057,0.3066017990295548,1,5,0
2026-02-06T09:02:04.700447+00:00,tx_00000105,559,346,66,4.059876092803627,USD,4814,AE,pos,0,1,0.3152027268400295,0.1882822945386603,0,2,0
2026-02-06T04:18:41.700447+00:00,tx_00000106,772,407,247,11.156706173848496,EUR,4814,RU,pos,0,0,0.2792724534112438,0.2356141410209067,0,3,0
2026-02-02T17:08:30.700447+00:00,tx_00000107,121,207,260,18.21052798037321,GBP,4814,US,inapp,0,1,0.3703578440917437,0.0962978792018824,1,3,0
2026-01-27T21:58:39.700447+00:00,tx_00000108,540,405,204,25.864614306049813,EUR,5411,DE,ecomm,0,0,0.4108457991139884,0.5310296596431353,0,3,1
2026-02-03T22:10:05.700447+00:00,tx_00000109,817,420,233,46.452873556577245,EUR,4829,AE,pos,0,0,0.4181045656532588,0.2138966141357395,0,3,0
2026-01-22T01:58:36.700447+00:00,tx_00000110,549,224,206,2.374972473022364,RUB,4900,FR,pos,0,1,0.206393227833724,0.3876909065988905,0,4,0
2026-02-06T04:34:26.700447+00:00,tx_00000111,275,87,265,75.17170480257381,KGS,4829,US,ecomm,0,1,0.3632891008199242,0.5823784421278047,0,4,0
2026-01-30T10:30:53.700447+00:00,tx_00000112,57,330,303,7.872795759396166,KGS,5812,KG,pos,0,0,0.1913279882940488,0.2592969081631259,1,4,0
2026-01-27T12:52:06.700447+00:00,tx_00000113,550,7,116,12.79911114402607,CNY,4829,AE,pos,0,0,0.325588587119645,0.1526080718427266,0,1,0
2026-01-28T22:29:08.700447+00:00,tx_00000114,704,447,23,16.791159151196172,RUB,6011,KZ,ecomm,0,1,0.4388653844582111,0.2759077076862548,0,3,0
2026-01-30T19:56:34.700447+00:00,tx_00000115,550,195,50,2.3318428059344707,GBP,4829,CN,ecomm,0,0,0.4305173063955188,0.2821169286805223,0,2,0
2026-01-14T21:16:40.700447+00:00,tx_00000116,980,381,321,11.14298366694564,KGS,6536,GB,ecomm,1,1,0.643302369128594,0.395145578051769,0,1,1
2026-01-17T23:06:10.700447+00:00,tx_00000117,603,369,137,40.15886715681805,KGS,4829,KG,pos,0,1,0.272518026550111,0.3007067448572906,1,2,0
2026-01-21T03:11:44.700447+00:00,tx_00000118,509,237,135,29.02863179068375,GBP,6536,KG,ecomm,0,0,0.5082104646515755,0.3170654552360457,0,3,1
2026-01-17T04:54:38.700447+00:00,tx_00000119,56,486,17,10.481305802004128,EUR,5812,CN,ecomm,0,1,0.65289113937618,0.2169790888854676,1,6,0
2026-01-26T22:58:15.700447+00:00,tx_00000120,559,399,240,19.92019785588384,RUB,6011,KZ,ecomm,0,0,0.6964210143636382,0.336870228945285,1,7,0
2026-02-02T19:41:57.700447+00:00,tx_00000121,169,442,189,24.91274540998039,AED,5999,AE,pos,1,1,0.5078117148293595,0.3594868096595086,1,1,0
2026-02-02T09:38:16.700447+00:00,tx_00000122,725,47,1,13.027944495938474,AED,4814,GB,pos,0,1,0.1406639248569556,0.3993958039440304,0,3,0
2026-01-27T21:38:18.700447+00:00,tx_00000123,162,243,245,25.616593385959103,GBP,6536,US,atm,0,0,0.20151018671213,0.0002774988104622,0,2,1
2026-02-08T10:06:24.700447+00:00,tx_00000124,907,476,294,8.001263630370872,AED,5732,RU,pos,0,1,0.2201247020648774,0.0867213564215043,0,2,0
2026-01-30T17:25:08.700447+00:00,tx_00000125,303,407,301,7.022999289031011,EUR,4814,US,ecomm,0,0,0.3703986937580059,0.04505692753285,1,1,0
2026-01-16T03:28:16.700447+00:00,tx_00000126,434,228,265,12.587552059411326,USD,4829,AE,ecomm,0,0,0.6376198361323104,0.4717483395721159,1,2,0
2026-02-05T17:14:54.700447+00:00,tx_00000127,145,36,233,1.8722511203858727,RUB,5812,US,pos,0,0,0.3289194680117167,0.0913062739253637,0,0,0
2026-01-31T00:09:41.700447+00:00,tx_00000128,211,142,3,30.690322458448502,EUR,5732,KG,pos,0,0,0.2362726340683746,0.2222852274922204,0,3,0
2026-02-01T19:26:46.700447+00:00,tx_00000129,922,287,13,17.722429701700865,CNY,4814,TR,pos,0,0,0.534531925392706,0.2967520365389386,1,6,0
2026-01-30T17:31:04.700447+00:00,tx_00000130,284,321,151,13.464284026633228,GBP,5999,KG,ecomm,0,1,0.2780274063187392,0.0384343199235121,2,3,0
2026-01-30T09:01:34.700447+00:00,tx_00000131,513,463,57,33.67970508137973,AED,5732,KG,atm,0,1,0.5030052455662141,0.2092778023614956,2,5,0
2026-01-16T11:39:25.700447+00:00,tx_00000132,982,47,226,23.29873427567733,KZT,4829,TR,ecomm,0,1,0.2958170295186659,0.7550871694670364,1,4,0
2026-01-30T13:04:41.700447+00:00,tx_00000133,624,199,163,42.83778621698724,AED,4829,TR,pos,0,1,0.4869270362794905,0.3094443481371975,0,3,1
2026-02-06T14:47:10.700447+00:00,tx_00000134,42,137,205,68.15995603061938,RUB,4829,KZ,pos,0,0,0.3905971161477383,0.6221145187755284,0,2,0
2026-01-22T21:17:35.700447+00:00,tx_00000135,358,481,276,22.14261784156741,KGS,4829,KG,pos,0,1,0.3060871792609814,0.2109194831189994,1,3,0
2026-01-31T20:29:33.700447+00:00,tx_00000136,387,84,158,8.604041602084195,CNY,4111,RU,pos,0,0,0.136073946692625,0.4144937588655476,2,4,0
2026-01-14T16:38:16.700447+00:00,tx_00000137,277,111,241,31.57612776767851,GBP,5411,TR,pos,0,1,0.3575269205751481,0.2167271271744363,2,4,0
2026-01-24T04:38:54.700447+00:00,tx_00000138,242,149,153,8.629690847261863,RUB,6536,FR,pos,1,1,0.1585762746458403,0.34474050813792,1,8,0
2026-01-26T20:53:08.700447+00:00,tx_00000139,504,53,191,8.281052218266415,KGS,4111,US,pos,0,1,0.4057837628389218,0.4434160025213984,1,1,0
2026-02-12T06:01:14.700447+00:00,tx_00000140,378,322,136,12.636696730702276,CNY,5732,RU,ecomm,0,1,0.4912337009288376,0.2186545844145463,2,4,0
2026-01-20T04:57:00.700447+00:00,tx_00000141,295,263,297,46.63333681090012,CNY,5411,DE,ecomm,0,1,0.4355489189349567,0.3945717475665889,0,0,1
2026-01-22T01:33:50.700447+00:00,tx_00000142,413,279,196,32.30333986667001,AED,4829,TR,pos,0,1,0.3433581738490165,0.2423382852488529,0,2,0
2026-01-26T00:35:23.700447+00:00,tx_00000143,344,454,247,36.49806381457268,RUB,4829,CN,pos,0,0,0.3416595205450136,0.3463414596148008,1,4,1
2026-02-12T13:10:06.700447+00:00,tx_00000144,229,217,291,18.36785281434504,AED,6536,RU,pos,1,0,0.4587335434329342,0.4825145909015077,1,3,0
2026-02-08T08:53:57.700447+00:00,tx_00000145,453,156,66,27.45270744831158,KZT,5812,FR,ecomm,0,0,0.2588485217989249,0.5517680901254751,0,1,0
2026-01-14T19:25:41.700447+00:00,tx_00000146,943,188,62,28.241533980314745,GBP,4829,TR,ecomm,0,0,0.378394253696762,0.4888440564583912,0,0,0
2026-01-20T18:53:08.700447+00:00,tx_00000147,506,401,106,8.850993228707353,KGS,5732,FR,pos,0,0,0.1424320568336642,0.2939262736093576,0,1,0
2026-02-07T10:03:17.700447+00:00,tx_00000148,598,265,22,27.92314105485119,USD,5812,KG,inapp,0,1,0.2402986182346007,0.5318997018893598,2,3,0
2026-01-15T12:25:37.700447+00:00,tx_00000149,985,85,303,16.386510289214975,AED,4814,GB,ecomm,0,1,0.3877881098472087,0.464955967048431,1,2,0
2026-02-08T10:31:55.700447+00:00,tx_00000150,614,345,105,11.421812360854078,KZT,4111,CN,ecomm,1,1,0.1490583804634611,0.2118613390582337,0,1,0
2026-01-22T05:02:44.700447+00:00,tx_00000151,224,373,198,11.925885958146372,AED,5732,CN,ecomm,0,1,0.3799026273224463,0.1113430485082949,1,5,0
2026-02-10T07:09:31.700447+00:00,tx_00000152,399,125,271,10.002329982725811,AED,5411,DE,pos,0,0,0.4473296965235256,0.0,0,2,0
2026-01-22T13:50:12.700447+00:00,tx_00000153,488,279,175,12.770860489605582,EUR,4814,DE,ecomm,0,0,0.2447280037321161,0.6170828743449963,1,5,0
2026-01-26T19:09:26.700447+00:00,tx_00000154,475,282,104,16.325041627751144,RUB,5732,KZ,pos,0,1,0.4009422424123255,0.0205919754688213,0,3,0
2026-02-02T15:01:44.700447+00:00,tx_00000155,150,88,49,29.919537092728504,KGS,4900,KG,ecomm,0,1,0.1468927510021353,0.2600702879087189,1,2,0
2026-01-17T13:22:16.700447+00:00,tx_00000156,106,5,111,63.96657656951815,AED,4900,KG,ecomm,0,1,0.4177531047943748,0.3700131823025498,1,3,0
2026-01-30T11:30:44.700447+00:00,tx_00000157,350,360,146,27.43026712433685,EUR,5732,US,ecomm,1,0,0.2809775753164665,0.0843462039813704,0,0,0
2026-01-28T22:03:37.700447+00:00,tx_00000158,915,308,151,18.273326570795145,KZT,4900,RU,ecomm,0,1,0.2048923789296853,0.6012042240631834,2,2,0
2026-02-06T06:51:21.700447+00:00,tx_00000159,718,357,117,2.7179665750142186,KGS,5411,US,pos,0,1,0.2956041665109283,0.7306552292016397,0,0,0
2026-02-12T15:38:46.700447+00:00,tx_00000160,842,189,207,145.0439525916466,RUB,4900,FR,atm,0,1,0.1713747548436972,0.3245018135003031,0,1,0
2026-02-02T16:45:17.700447+00:00,tx_00000161,175,258,295,8.695817402970151,CNY,6011,RU,pos,0,0,0.4649301286888551,0.2635644793311777,1,4,0
2026-01-26T01:03:48.700447+00:00,tx_00000162,415,491,64,8.95255269315231,RUB,4814,AE,pos,0,1,0.3689667063381221,0.1704343161551623,1,2,0
2026-01-25T23:02:51.700447+00:00,tx_00000163,582,113,183,51.30351593777973,GBP,4814,KG,ecomm,0,1,0.5056307953338656,0.3692987852307525,1,5,0
2026-01-26T07:22:46.700447+00:00,tx_00000164,435,327,18,6.103792474738332,AED,6536,GB,pos,0,1,0.078682107558047,0.0,0,3,0
2026-02-07T04:32:37.700447+00:00,tx_00000165,417,67,294,22.97958270197175,AED,6011,KG,pos,0,1,0.4839726690845645,0.3142266164664417,0,3,0
2026-01-23T09:43:28.700447+00:00,tx_00000166,360,33,66,10.84159440233823,GBP,6011,US,pos,1,1,0.1043484975144202,0.4315172633358614,0,2,0
2026-01-18T18:40:10.700447+00:00,tx_00000167,52,479,159,13.099577204059958,GBP,4900,DE,pos,0,1,0.3416438278069785,0.1897558593110739,2,5,0
